"","StartDate","DAX"
"933",2011-07-22,2026.97
"934",2011-07-23,2040.79
"935",2011-07-24,2030.56
"936",2011-07-25,2026.68
"937",2011-07-26,2024.82
"938",2011-07-27,2047.44
"939",2011-07-28,2038.46
"940",2011-07-29,2077.94
"941",2011-07-30,2085.08
"942",2011-07-31,2093.01
"943",2011-08-01,2087.78
"944",2011-08-02,2117.8
"945",2011-08-03,2127.56
"946",2011-08-04,2118.96
"947",2011-08-05,2128.33
"948",2011-08-06,2135.49
"949",2011-08-07,2112.06
"950",2011-08-08,2119.29
"951",2011-08-09,2101.98
"952",2011-08-10,2101.82
"953",2011-08-11,2096.26
"954",2011-08-12,2126.44
"955",2011-08-13,2117.59
"956",2011-08-14,2106.05
"957",2011-08-15,2097.85
"958",2011-08-16,2127.21
"959",2011-08-17,2116.64
"960",2011-08-18,2094.16
"961",2011-08-19,2069.95
"962",2011-08-20,2041.26
"963",2011-08-21,2029.38
"964",2011-08-22,1989.2
"965",2011-08-23,2008.85
"966",2011-08-24,1974.14
"967",2011-08-25,2022.5
"968",2011-08-26,1995.22
"969",2011-08-27,2016.15
"970",2011-08-28,1979.52
"971",2011-08-29,1984.99
"972",2011-08-30,1984.15
"973",2011-08-31,1978.07
"974",2011-09-01,1935.08
"975",2011-09-02,1935.87
"976",2011-09-03,1928.82
"977",2011-09-04,1911.7
"978",2011-09-05,1918.85
"979",2011-09-06,1949.76
"980",2011-09-07,1914.69
"981",2011-09-08,1934.96
"982",2011-09-09,1965.68
"983",2011-09-10,1972.59
"984",2011-09-11,1976.52
"985",2011-09-12,1978.71
"986",2011-09-13,1980.81
"987",2011-09-14,1979.26
"988",2011-09-15,1991.08
"989",2011-09-16,1982.99
"990",2011-09-17,1982.99
"991",2011-09-18,1982.99
"992",2011-09-19,1954.62
"993",2011-09-20,1943.88
"994",2011-09-21,1955.33
"995",2011-09-22,1987.7
"996",2011-09-23,1978.97
"997",2011-09-24,2007.57
"998",2011-09-25,2028.52
"999",2011-09-26,2024.25
"1000",2011-09-27,2017.95
"1001",2011-09-28,2017.95
"1002",2011-09-29,2036.47
"1003",2011-09-30,2037.99
"1004",2011-10-01,2034.15
"1005",2011-10-02,2021.22
"1006",2011-10-03,2030.65
"1007",2011-10-04,2050.66
"1008",2011-10-05,2064.41
"1009",2011-10-06,2086.41
"1010",2011-10-07,2102.4
"1011",2011-10-08,2092
"1012",2011-10-09,2109.36
"1013",2011-10-10,2088.99
"1014",2011-10-11,2083.8
"1015",2011-10-12,2064.42
"1016",2011-10-13,2096.87
"1017",2011-10-14,2083.55
"1018",2011-10-15,2105.88
"1019",2011-10-16,2105.88
"1020",2011-10-17,2065.71
"1021",2011-10-18,2069.26
"1022",2011-10-19,2081.46
"1023",2011-10-20,2099.95
"1024",2011-10-21,2119.24
"1025",2011-10-22,2132.72
"1026",2011-10-23,2132.72
"1027",2011-10-24,2154.17
"1028",2011-10-25,2136.72
"1029",2011-10-26,2137.21
"1030",2011-10-27,2107.16
"1031",2011-10-28,2127.79
"1032",2011-10-29,2124.25
"1033",2011-10-30,2124.84
"1034",2011-10-31,2130.78
"1035",2011-11-01,2125.06
"1036",2011-11-02,2154.13
"1037",2011-11-03,2140.36
"1038",2011-11-04,2144.88
"1039",2011-11-05,2144.88
"1040",2011-11-06,2144.88
"1041",2011-11-07,2137.36
"1042",2011-11-08,2128.99
"1043",2011-11-09,2091.3
"1044",2011-11-10,2094.68
"1045",2011-11-11,2089.04
"1046",2011-11-12,2099.68
"1047",2011-11-13,2110.13
"1048",2011-11-14,2117.63
"1049",2011-11-15,2111.35
"1050",2011-11-16,2163.37
"1051",2011-11-17,2184.39
"1052",2011-11-18,2194.15
"1053",2011-11-19,2200.32
"1054",2011-11-20,2193.72
"1055",2011-11-21,2191.25
"1056",2011-11-22,2201.36
"1057",2011-11-23,2183.71
"1058",2011-11-24,2195.31
"1059",2011-11-25,2183.52
"1060",2011-11-26,2196.54
"1061",2011-11-27,2232.02
"1062",2011-11-28,2232.23
"1063",2011-11-29,2237.73
"1064",2011-11-30,2239.36
"1065",2011-12-01,2217.91
"1066",2011-12-02,2222.51
"1067",2011-12-03,2211.26
"1068",2011-12-04,2249.6
"1069",2011-12-05,2234.86
"1070",2011-12-06,2236.68
"1071",2011-12-07,2244.56
"1072",2011-12-08,2236.89
"1073",2011-12-09,2222.28
"1074",2011-12-10,2236.72
"1075",2011-12-11,2228.44
"1076",2011-12-12,2208.41
"1077",2011-12-13,2236.73
"1078",2011-12-14,2251.64
"1079",2011-12-15,2253.93
"1080",2011-12-16,2265.86
"1081",2011-12-17,2269.6
"1082",2011-12-18,2258.97
"1083",2011-12-19,2262.66
"1084",2011-12-20,2253.91
"1085",2011-12-21,2257.34
"1086",2011-12-22,2240.31
"1087",2011-12-23,2230.27
"1088",2011-12-24,2251.3
"1089",2011-12-25,2234.23
"1090",2011-12-26,2242.76
"1091",2011-12-27,2263.08
"1092",2011-12-28,2266.57
"1093",2011-12-29,2266.37
"1094",2011-12-30,2263.27
"1095",2011-12-31,2266.77
"1096",2012-01-01,2268.26
"1097",2012-01-02,2266.07
"1098",2012-01-03,2300.72
"1099",2012-01-04,2300.29
"1100",2012-01-05,2305.58
"1101",2012-01-06,2289.49
"1102",2012-01-07,2306.66
"1103",2012-01-08,2294.15
"1104",2012-01-09,2275.72
"1105",2012-01-10,2204.44
"1106",2012-01-11,2212.97
"1107",2012-01-12,2232.02
"1108",2012-01-13,2190.9
"1109",2012-01-14,2184.24
"1110",2012-01-15,2201.27
"1111",2012-01-16,2197.01
"1112",2012-01-17,2197.01
"1113",2012-01-18,2211.6
"1114",2012-01-19,2191.54
"1115",2012-01-20,2176.35
"1116",2012-01-21,2157.41
"1117",2012-01-22,2137.01
"1118",2012-01-23,2153.56
"1119",2012-01-24,2159.73
"1120",2012-01-25,2206.11
"1121",2012-01-26,2193.85
"1122",2012-01-27,2185.52
"1123",2012-01-28,2197.57
"1124",2012-01-29,2176.09
"1125",2012-01-30,2148.12
"1126",2012-01-31,2116.86
"1127",2012-02-01,2114.88
"1128",2012-02-02,2140.74
"1129",2012-02-03,2142.74
"1130",2012-02-04,2112.01
"1131",2012-02-05,2149.71
"1132",2012-02-06,2165.76
"1133",2012-02-07,2182.11
"1134",2012-02-08,2180.49
"1135",2012-02-09,2169.69
"1136",2012-02-10,2168.57
"1137",2012-02-11,2174.27
"1138",2012-02-12,2184.05
"1139",2012-02-13,2182.47
"1140",2012-02-14,2174.78
"1141",2012-02-15,2195.15
"1142",2012-02-16,2197.34
"1143",2012-02-17,2196.64
"1144",2012-02-18,2199.29
"1145",2012-02-19,2196.59
"1146",2012-02-20,2204.01
"1147",2012-02-21,2201.9
"1148",2012-02-22,2194.53
"1149",2012-02-23,2197.26
"1150",2012-02-24,2210.92
"1151",2012-02-25,2247.97
"1152",2012-02-26,2242.91
"1153",2012-02-27,2249.75
"1154",2012-02-28,2254.95
"1155",2012-02-29,2266.56
"1156",2012-03-01,2261.08
"1157",2012-03-02,2269.34
"1158",2012-03-03,2274.94
"1159",2012-03-04,2260.62
"1160",2012-03-05,2277.7
"1161",2012-03-06,2277.7
"1162",2012-03-07,2278.64
"1163",2012-03-08,2283.26
"1164",2012-03-09,2286.21
"1165",2012-03-10,2283.84
"1166",2012-03-11,2240.24
"1167",2012-03-12,2241.43
"1168",2012-03-13,2268.07
"1169",2012-03-14,2268.35
"1170",2012-03-15,2280.81
"1171",2012-03-16,2280.81
"1172",2012-03-17,2280.81
"1173",2012-03-18,2280.44
"1174",2012-03-19,2273.9
"1175",2012-03-20,2260.69
"1176",2012-03-21,2260.69
"1177",2012-03-22,2307.7
"1178",2012-03-23,2326.18
"1179",2012-03-24,2332.81
"1180",2012-03-25,2315.66
"1181",2012-03-26,2336.76
"1182",2012-03-27,2351.47
"1183",2012-03-28,2340.31
"1184",2012-03-29,2330.98
"1185",2012-03-30,2353.89
"1186",2012-03-31,2361.38
"1187",2012-04-01,2379.43
"1188",2012-04-02,2375.63
"1189",2012-04-03,2389.62
"1190",2012-04-04,2400.58
"1191",2012-04-05,2391.74
"1192",2012-04-06,2393.12
"1193",2012-04-07,2436.68
"1194",2012-04-08,2437.02
"1195",2012-04-09,2449.71
"1196",2012-04-10,2437.7
"1197",2012-04-11,2456.09
"1198",2012-04-12,2463
"1199",2012-04-13,2472.53
"1200",2012-04-14,2459.81
"1201",2012-04-15,2416.84
"1202",2012-04-16,2437.98
"1203",2012-04-17,2442.43
"1204",2012-04-18,2411.49
"1205",2012-04-19,2435.07
"1206",2012-04-20,2428.59
"1207",2012-04-21,2436.09
"1208",2012-04-22,2427.77
"1209",2012-04-23,2426.51
"1210",2012-04-24,2423.6
"1211",2012-04-25,2387.6
"1212",2012-04-26,2373.01
"1213",2012-04-27,2401.59
"1214",2012-04-28,2421.93
"1215",2012-04-29,2449.52
"1216",2012-04-30,2438.73
"1217",2012-05-01,2449.09
"1218",2012-05-02,2486.95
"1219",2012-05-03,2485.18
"1220",2012-05-04,2488.85
"1221",2012-05-05,2486.83
"1222",2012-05-06,2472.52
"1223",2012-05-07,2471.38
"1224",2012-05-08,2479.38
"1225",2012-05-09,2448.8
"1226",2012-05-10,2419.72
"1227",2012-05-11,2415.29
"1228",2012-05-12,2417
"1229",2012-05-13,2432.46
"1230",2012-05-14,2458
"1231",2012-05-15,2472.55
"1232",2012-05-16,2484.74
"1233",2012-05-17,2491.73
"1234",2012-05-18,2505.32
"1235",2012-05-19,2479.84
"1236",2012-05-20,2514.8
"1237",2012-05-21,2505.78
"1238",2012-05-22,2523.81
"1239",2012-05-23,2502.94
"1240",2012-05-24,2489.35
"1241",2012-05-25,2500.75
"1242",2012-05-26,2508.11
"1243",2012-05-27,2489.52
"1244",2012-05-28,2498.75
"1245",2012-05-29,2498.75
"1246",2012-05-30,2498.75
"1247",2012-05-31,2510.81
"1248",2012-06-01,2525.59
"1249",2012-06-02,2508.12
"1250",2012-06-03,2526.74
"1251",2012-06-04,2540.79
"1252",2012-06-05,2547.32
"1253",2012-06-06,2519.82
"1254",2012-06-07,2524.18
"1255",2012-06-08,2535.86
"1256",2012-06-09,2549.27
"1257",2012-06-10,2549.12
"1258",2012-06-11,2524.84
"1259",2012-06-12,2538.68
"1260",2012-06-13,2539.88
"1261",2012-06-14,2505.97
"1262",2012-06-15,2492.63
"1263",2012-06-16,2492.63
"1264",2012-06-17,2465.49
"1265",2012-06-18,2472.43
"1266",2012-06-19,2473.52
"1267",2012-06-20,2476.79
"1268",2012-06-21,2466.21
"1269",2012-06-22,2470.57
"1270",2012-06-23,2499.02
"1271",2012-06-24,2496.33
"1272",2012-06-25,2528.2
"1273",2012-06-26,2534.4
"1274",2012-06-27,2534.4
"1275",2012-06-28,2552.29
"1276",2012-06-29,2541.98
"1277",2012-06-30,2564.12
"1278",2012-07-01,2548.79
"1279",2012-07-02,2546.55
"1280",2012-07-03,2549.53
"1281",2012-07-04,2549.53
"1282",2012-07-05,2559.15
"1283",2012-07-06,2548.53
"1284",2012-07-07,2535.78
"1285",2012-07-08,2523.81
"1286",2012-07-09,2543.99
"1287",2012-07-10,2550.42
"1288",2012-07-11,2551.03
"1289",2012-07-12,2559.02
"1290",2012-07-13,2536.03
"1291",2012-07-14,2552.96
"1292",2012-07-15,2571.1
"1293",2012-07-16,2569.9
"1294",2012-07-17,2566.13
"1295",2012-07-18,2544.9
"1296",2012-07-19,2549.71
"1297",2012-07-20,2554.12
"1298",2012-07-21,2546.04
"1299",2012-07-22,2532.22
"1300",2012-07-23,2547.78
"1301",2012-07-24,2562.19
"1302",2012-07-25,2578.36
"1303",2012-07-26,2572.06
"1304",2012-07-27,2551.8
"1305",2012-07-28,2570.44
"1306",2012-07-29,2573.44
"1307",2012-07-30,2565.32
"1308",2012-07-31,2566.32
"1309",2012-08-01,2578.74
"1310",2012-08-02,2568.79
"1311",2012-08-03,2561.51
"1312",2012-08-04,2562.24
"1313",2012-08-05,2573
"1314",2012-08-06,2561.95
"1315",2012-08-07,2548.97
"1316",2012-08-08,2529.5
"1317",2012-08-09,2475.98
"1318",2012-08-10,2497.69
"1319",2012-08-11,2505.56
"1320",2012-08-12,2498.35
"1321",2012-08-13,2468.32
"1322",2012-08-14,2488.82
"1323",2012-08-15,2459.13
"1324",2012-08-16,2464.51
"1325",2012-08-17,2469.51
"1326",2012-08-18,2472.25
"1327",2012-08-19,2466.84
"1328",2012-08-20,2491.5
"1329",2012-08-21,2504.16
"1330",2012-08-22,2520.26
"1331",2012-08-23,2520.52
"1332",2012-08-24,2527.73
"1333",2012-08-25,2541.41
"1334",2012-08-26,2534.63
"1335",2012-08-27,2532.96
"1336",2012-08-28,2529.14
"1337",2012-08-29,2545.65
"1338",2012-08-30,2544.61
"1339",2012-08-31,2542.75
"1340",2012-09-01,2567.96
"1341",2012-09-02,2556.25
"1342",2012-09-03,2562.12
"1343",2012-09-04,2534.44
"1344",2012-09-05,2559.42
"1345",2012-09-06,2562.12
"1346",2012-09-07,2554.42
"1347",2012-09-08,2563.59
"1348",2012-09-09,2556.64
"1349",2012-09-10,2548.84
"1350",2012-09-11,2534.49
"1351",2012-09-12,2538.34
"1352",2012-09-13,2528.73
"1353",2012-09-14,2526.18
"1354",2012-09-15,2532.55
"1355",2012-09-16,2542.74
"1356",2012-09-17,2549.71
"1357",2012-09-18,2568.77
"1358",2012-09-19,2568.7
"1359",2012-09-20,2588.04
"1360",2012-09-21,2614.5
"1361",2012-09-22,2630.24
"1362",2012-09-23,2626.43
"1363",2012-09-24,2621.2
"1364",2012-09-25,2625.46
"1365",2012-09-26,2641.5
"1366",2012-09-27,2624.18
"1367",2012-09-28,2643.42
"1368",2012-09-29,2663.1
"1369",2012-09-30,2664.96
"1370",2012-10-01,2659.86
"1371",2012-10-02,2655.49
"1372",2012-10-03,2654.34
"1373",2012-10-04,2685.29
"1374",2012-10-05,2685.29
"1375",2012-10-06,2704.25
"1376",2012-10-07,2705.21
"1377",2012-10-08,2702.6
"1378",2012-10-09,2685.23
"1379",2012-10-10,2683.52
"1380",2012-10-11,2692.69
"1381",2012-10-12,2700.83
"1382",2012-10-13,2718.73
"1383",2012-10-14,2705.06
"1384",2012-10-15,2717.5
"1385",2012-10-16,2727.56
"1386",2012-10-17,2733.67
"1387",2012-10-18,2721.74
"1388",2012-10-19,2678.89
"1389",2012-10-20,2681.94
"1390",2012-10-21,2690.79
"1391",2012-10-22,2703.33
"1392",2012-10-23,2675.5
"1393",2012-10-24,2664.72
"1394",2012-10-25,2671.4
"1395",2012-10-26,2670.19
"1396",2012-10-27,2678.73
"1397",2012-10-28,2716.16
"1398",2012-10-29,2735.28
"1399",2012-10-30,2724.25
"1400",2012-10-31,2732.29
"1401",2012-11-01,2730.44
"1402",2012-11-02,2764
"1403",2012-11-03,2770.61
"1404",2012-11-04,2784.39
"1405",2012-11-05,2800.6
"1406",2012-11-06,2768.68
"1407",2012-11-07,2781.54
"1408",2012-11-08,2766.08
"1409",2012-11-09,2765.29
"1410",2012-11-10,2769.47
"1411",2012-11-11,2800.52
"1412",2012-11-12,2808.62
"1413",2012-11-13,2793.86
"1414",2012-11-14,2829.68
"1415",2012-11-15,2848.84
"1416",2012-11-16,2853.46
"1417",2012-11-17,2900.76
"1418",2012-11-18,2880.89
"1419",2012-11-19,2894.43
"1420",2012-11-20,2832.53
"1421",2012-11-21,2870.3
"1422",2012-11-22,2890.95
"1423",2012-11-23,2836.36
"1424",2012-11-24,2846.94
"1425",2012-11-25,2815.77
"1426",2012-11-26,2841.16
"1427",2012-11-27,2808.5
"1428",2012-11-28,2814.23
"1429",2012-11-29,2824.83
"1430",2012-11-30,2835.54
"1431",2012-12-01,2844.09
"1432",2012-12-02,2844.09
"1433",2012-12-03,2844.09
"1434",2012-12-04,2844.09
"1435",2012-12-05,2859.22
"1436",2012-12-06,2880.07
"1437",2012-12-07,2880.07
"1438",2012-12-08,2880.07
"1439",2012-12-09,2820.81
"1440",2012-12-10,2863.26
"1441",2012-12-11,2890.2
"1442",2012-12-12,2876.34
"1443",2012-12-13,2904.08
"1444",2012-12-14,2936.69
"1445",2012-12-15,2915.81
"1446",2012-12-16,2956.78
"1447",2012-12-17,2978.84
"1448",2012-12-18,2976.56
"1449",2012-12-19,2996.12
"1450",2012-12-20,3006.87
"1451",2012-12-21,2999.19
"1452",2012-12-22,3000.66
"1453",2012-12-23,3026.63
"1454",2012-12-24,3037.28
"1455",2012-12-25,2982.63
"1456",2012-12-26,2992.55
"1457",2012-12-27,3028.27
"1458",2012-12-28,2997.95
"1459",2012-12-29,3018.58
"1460",2012-12-30,3037.7
"1461",2012-12-31,3064.7
"1462",2013-01-01,3067.48
"1463",2013-01-02,3114.73
"1464",2013-01-03,3124.78
"1465",2013-01-04,3161.36
"1466",2013-01-05,3185.72
"1467",2013-01-06,3191.45
"1468",2013-01-07,3211.01
"1469",2013-01-08,3256.86
"1470",2013-01-09,3249.17
"1471",2013-01-10,3260.3
"1472",2013-01-11,3230.83
"1473",2013-01-12,3209.04
"1474",2013-01-13,3197.09
"1475",2013-01-14,3203.79
"1476",2013-01-15,3180.63
"1477",2013-01-16,3233.34
"1478",2013-01-17,3245.02
"1479",2013-01-18,3272.58
"1480",2013-01-19,3261.04
"1481",2013-01-20,3258.74
"1482",2013-01-21,3345.09
"1483",2013-01-22,3375.45
"1484",2013-01-23,3396.55
"1485",2013-01-24,3419.51
"1486",2013-01-25,3426.77
"1487",2013-01-26,3430.95
"1488",2013-01-27,3382.4
"1489",2013-01-28,3367.82
"1490",2013-01-29,3404.29
"1491",2013-01-30,3337.11
"1492",2013-01-31,3289.59
"1493",2013-02-01,3305.72
"1494",2013-02-02,3247.03
"1495",2013-02-03,3288.52
"1496",2013-02-04,3302.57
"1497",2013-02-05,3374.93
"1498",2013-02-06,3439.22
"1499",2013-02-07,3407.83
"1500",2013-02-08,3407.83
"1501",2013-02-09,3407.83
"1502",2013-02-10,3281.46
"1503",2013-02-11,3210.94
"1504",2013-02-12,3212.82
"1505",2013-02-13,3235.35
"1506",2013-02-14,3342.77
"1507",2013-02-15,3328.13
"1508",2013-02-16,3364.76
"1509",2013-02-17,3352.58
"1510",2013-02-18,3319.24
"1511",2013-02-19,3297.52
"1512",2013-02-20,3369.26
"1513",2013-02-21,3347.54
"1514",2013-02-22,3361.8
"1515",2013-02-23,3361.2
"1516",2013-02-24,3328.41
"1517",2013-02-25,3348.9
"1518",2013-02-26,3366.87
"1519",2013-02-27,3396.49
"1520",2013-02-28,3357.57
"1521",2013-03-01,3372.96
"1522",2013-03-02,3425.86
"1523",2013-03-03,3438.09
"1524",2013-03-04,3438.09
"1525",2013-03-05,3491.08
"1526",2013-03-06,3565.69
"1527",2013-03-07,3548.52
"1528",2013-03-08,3537.45
"1529",2013-03-09,3537.45
"1530",2013-03-10,3533.21
"1531",2013-03-11,3593.14
"1532",2013-03-12,3559.29
"1533",2013-03-13,3588.57
"1534",2013-03-14,3564.85
"1535",2013-03-15,3569.26
"1536",2013-03-16,3569.26
"1537",2013-03-17,3516.2
"1538",2013-03-18,3600.4
"1539",2013-03-19,3575.44
"1540",2013-03-20,3621.72
"1541",2013-03-21,3669.31
"1542",2013-03-22,3665.43
"1543",2013-03-23,3626.6
"1544",2013-03-24,3635.38
"1545",2013-03-25,3562.73
"1546",2013-03-26,3596.4
"1547",2013-03-27,3655.59
"1548",2013-03-28,3651.59
"1549",2013-03-29,3684.6
"1550",2013-03-30,3700.53
"1551",2013-03-31,3668.61
"1552",2013-04-01,3671.16
"1553",2013-04-02,3671.87
"1554",2013-04-03,3737.16
"1555",2013-04-04,3752.37
"1556",2013-04-05,3750.02
"1557",2013-04-06,3721.18
"1558",2013-04-07,3730.56
"1559",2013-04-08,3777.56
"1560",2013-04-09,3788.54
"1561",2013-04-10,3748.79
"1562",2013-04-11,3761.07
"1563",2013-04-12,3819.52
"1564",2013-04-13,3820.16
"1565",2013-04-14,3809.92
"1566",2013-04-15,3766.89
"1567",2013-04-16,3834.84
"1568",2013-04-17,3867.53
"1569",2013-04-18,3939.73
"1570",2013-04-19,3946.73
"1571",2013-04-20,4003.35
"1572",2013-04-21,4030.1
"1573",2013-04-22,4026.97
"1574",2013-04-23,4000.65
"1575",2013-04-24,4074.3
"1576",2013-04-25,4142.19
"1577",2013-04-26,4139.68
"1578",2013-04-27,4223.69
"1579",2013-04-28,4203.91
"1580",2013-04-29,4131.94
"1581",2013-04-30,4139.96
"1582",2013-05-01,4297.64
"1583",2013-05-02,4384.82
"1584",2013-05-03,4320.52
"1585",2013-05-04,4368.54
"1586",2013-05-05,4400.3
"1587",2013-05-06,4377.7
"1588",2013-05-07,4458.66
"1589",2013-05-08,4405.52
"1590",2013-05-09,4336.98
"1591",2013-05-10,4302.5
"1592",2013-05-11,4325.86
"1593",2013-05-12,4364.25
"1594",2013-05-13,4428.08
"1595",2013-05-14,4342.31
"1596",2013-05-15,4333.15
"1597",2013-05-16,4377.51
"1598",2013-05-17,4237.06
"1599",2013-05-18,4195.53
"1600",2013-05-19,4077.59
"1601",2013-05-20,4080.55
"1602",2013-05-21,4190.45
"1603",2013-05-22,4251.93
"1604",2013-05-23,4204.81
"1605",2013-05-24,4090.14
"1606",2013-05-25,4076.75
"1607",2013-05-26,3993.7
"1608",2013-05-27,3992.03
"1609",2013-05-28,3897.43
"1610",2013-05-29,3919.79
"1611",2013-05-30,4001.81
"1612",2013-05-31,4127.28
"1613",2013-06-01,4062.13
"1614",2013-06-02,4093.43
"1615",2013-06-03,4073.71
"1616",2013-06-04,4131.26
"1617",2013-06-05,4104.57
"1618",2013-06-06,4028
"1619",2013-06-07,3890.24
"1620",2013-06-08,3796.61
"1621",2013-06-09,3869.53
"1622",2013-06-10,3995.69
"1623",2013-06-11,3970.44
"1624",2013-06-12,4004.04
"1625",2013-06-13,3983.06
"1626",2013-06-14,4096.85
"1627",2013-06-15,4091.77
"1628",2013-06-16,4150.95
"1629",2013-06-17,4104.93
"1630",2013-06-18,4135.09
"1631",2013-06-19,4116.52
"1632",2013-06-20,4154.89
"1633",2013-06-21,4262.98
"1634",2013-06-22,4266.17
"1635",2013-06-23,4266.17
"1636",2013-06-24,4326.35
"1637",2013-06-25,4311.13
"1638",2013-06-26,4267.4
"1639",2013-06-27,4179.92
"1640",2013-06-28,4164.62
"1641",2013-06-29,4225.27
"1642",2013-06-30,4215.23
"1643",2013-07-01,4168.62
"1644",2013-07-02,4149.92
"1645",2013-07-03,4049.16
"1646",2013-07-04,4069.25
"1647",2013-07-05,4172.47
"1648",2013-07-06,4124.86
"1649",2013-07-07,3976.38
"1650",2013-07-08,3981.44
"1651",2013-07-09,3871.39
"1652",2013-07-10,3645.69
"1653",2013-07-11,3806.66
"1654",2013-07-12,3748.88
"1655",2013-07-13,3753.66
"1656",2013-07-14,3847.73
"1657",2013-07-15,3784.8
"1658",2013-07-16,3841.39
"1659",2013-07-17,3813.88
"1660",2013-07-18,3715.38
"1661",2013-07-19,3728.37
"1662",2013-07-20,3734.79
"1663",2013-07-21,3697.48
"1664",2013-07-22,3701.94
"1665",2013-07-23,3676.65
"1666",2013-07-24,3816.71
"1667",2013-07-25,3844.14
"1668",2013-07-26,3876.9
"1669",2013-07-27,3931.81
"1670",2013-07-28,3941.91
"1671",2013-07-29,3832.1
"1672",2013-07-30,3850.14
"1673",2013-07-31,3926.93
"1674",2013-08-01,3961.97
"1675",2013-08-02,3972.08
"1676",2013-08-03,4125.92
"1677",2013-08-04,4096.4
"1678",2013-08-05,4074.55
"1679",2013-08-06,4159.72
"1680",2013-08-07,4191.81
"1681",2013-08-08,4208.14
"1682",2013-08-09,4187.13
"1683",2013-08-10,4116.7
"1684",2013-08-11,4016.7
"1685",2013-08-12,4061.91
"1686",2013-08-13,4029.08
"1687",2013-08-14,4150.31
"1688",2013-08-15,4154.57
"1689",2013-08-16,4162.92
"1690",2013-08-17,4055.35
"1691",2013-08-18,4125.54
"1692",2013-08-19,4132.79
"1693",2013-08-20,4132.79
"1694",2013-08-21,4132.79
"1695",2013-08-22,4132.79
"1696",2013-08-23,4266.02
"1697",2013-08-24,4224.3
"1698",2013-08-25,4224.3
"1699",2013-08-26,4224.3
"1700",2013-08-27,4364.32
"1701",2013-08-28,4416.95
"1702",2013-08-29,4360.05
"1703",2013-08-30,4339.98
"1704",2013-08-31,4293.64
"1705",2013-09-01,4237.75
"1706",2013-09-02,4134.64
"1707",2013-09-03,4150.01
"1708",2013-09-04,4145.41
"1709",2013-09-05,4140.22
"1710",2013-09-06,4216.24
"1711",2013-09-07,4290.05
"1712",2013-09-08,4310.83
"1713",2013-09-09,4250.47
"1714",2013-09-10,4238.77
"1715",2013-09-11,4222.16
"1716",2013-09-12,4266.34
"1717",2013-09-13,4316.05
"1718",2013-09-14,4385.29
"1719",2013-09-15,4444.53
"1720",2013-09-16,4442.53
"1721",2013-09-17,4529.88
"1722",2013-09-18,4529.18
"1723",2013-09-19,4509.25
"1724",2013-09-20,4494.72
"1725",2013-09-21,4536.91
"1726",2013-09-22,4519.56
"1727",2013-09-23,4558.62
"1728",2013-09-24,4552.46
"1729",2013-09-25,4509.37
"1730",2013-09-26,4522.42
"1731",2013-09-27,4535.56
"1732",2013-09-28,4627.42
"1733",2013-09-29,4611.66
"1734",2013-09-30,4581.08
"1735",2013-10-01,4583.03
"1736",2013-10-02,4610.66
"1737",2013-10-03,4604.55
"1738",2013-10-04,4704.58
"1739",2013-10-05,4695.78
"1740",2013-10-06,4693.86
"1741",2013-10-07,4781.62
"1742",2013-10-08,4759.62
"1743",2013-10-09,4690.52
"1744",2013-10-10,4676.42
"1745",2013-10-11,4762.71
"1746",2013-10-12,4828.89
"1747",2013-10-13,4852.22
"1748",2013-10-14,4862.41
"1749",2013-10-15,4838.67
"1750",2013-10-16,4872.24
"1751",2013-10-17,4905.59
"1752",2013-10-18,4945.91
"1753",2013-10-19,4908.55
"1754",2013-10-20,4949.91
"1755",2013-10-21,5045.16
"1756",2013-10-22,5014.13
"1757",2013-10-23,5064.35
"1758",2013-10-24,5114.13
"1759",2013-10-25,5029
"1760",2013-10-26,5066.9
"1761",2013-10-27,5069.89
"1762",2013-10-28,5097.25
"1763",2013-10-29,5135.35
"1764",2013-10-30,5179.04
"1765",2013-10-31,5254.32
"1766",2013-11-01,5345.89
"1767",2013-11-02,5309.67
"1768",2013-11-03,5267.35
"1769",2013-11-04,5312.25
"1770",2013-11-05,5312.25
"1771",2013-11-06,5312.25
"1772",2013-11-07,5367.98
"1773",2013-11-08,5359.24
"1774",2013-11-09,5292.97
"1775",2013-11-10,5326.63
"1776",2013-11-11,5407.93
"1777",2013-11-12,5373.8
"1778",2013-11-13,5312.28
"1779",2013-11-14,5262.57
"1780",2013-11-15,5144.42
"1781",2013-11-16,5002.71
"1782",2013-11-17,5110.88
"1783",2013-11-18,5083.8
"1784",2013-11-19,5241.23
"1785",2013-11-20,5241.23
"1786",2013-11-21,5337.75
"1787",2013-11-22,5226.2
"1788",2013-11-23,5264.62
"1789",2013-11-24,5164.89
"1790",2013-11-25,5270.61
"1791",2013-11-26,5348.75
"1792",2013-11-27,5307.82
"1793",2013-11-28,5371.99
"1794",2013-11-29,5374.11
"1795",2013-11-30,5414.31
"1796",2013-12-01,5343.66
"1797",2013-12-02,5441
"1798",2013-12-03,5514.51
"1799",2013-12-04,5514.51
"1800",2013-12-05,5530.19
"1801",2013-12-06,5592.46
"1802",2013-12-07,5639.89
"1803",2013-12-08,5466.88
"1804",2013-12-09,5507.36
"1805",2013-12-10,5556.99
"1806",2013-12-11,5556.99
"1807",2013-12-12,5583.83
"1808",2013-12-13,5640.42
"1809",2013-12-14,5605.38
"1810",2013-12-15,5724.75
"1811",2013-12-16,5787.05
